graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,48,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897922,19.55
0,49,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,6.697101,2.85
0,50,0,True,False,False,0.0,0.0,1.0,0.0,0.0,20.891757,43.743808,8.35
0,51,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,26.9471,51.950001
0,52,0,True,False,False,1.0,0.0,0.0,0.0,0.0,58.896483,18.996277,-2.9
0,53,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,34.897923,8.35
0,54,0,True,False,False,1.0,0.0,0.0,0.0,0.0,23.888302,9.7471,-2.9
0,55,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.947101,84.350003
0,56,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535502,43.147099,76.25
0,57,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,18.996277,8.35
0,58,0,True,False,False,1.0,0.0,0.0,0.0,0.0,58.896482,34.897922,-2.9
0,59,0,True,False,False,1.0,0.0,0.0,0.0,0.0,35.557697,18.996277,-2.9
0,60,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.287774,43.743809,8.35
0,61,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535501,43.147099,19.55
0,62,0,True,False,False,1.0,0.0,0.0,0.0,0.0,23.888302,26.9471,-2.9
0,63,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,35.75
0,64,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,14.7971,2.85
0,65,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,26.9471,43.850001
0,66,0,True,False,False,0.0,0.0,1.0,0.0,0.0,49.310972,43.147098,43.850001
0,67,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,26.947101,-2.9
0,68,0,True,False,False,0.0,1.0,0.0,0.0,0.0,29.746552,14.7971,2.85
0,69,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,58.864655,2.85
0,70,0,True,False,False,0.0,0.0,1.0,0.0,0.0,43.610503,56.071552,8.35
0,71,0,True,False,False,0.0,1.0,0.0,0.0,0.0,23.74138,39.097101,2.85
0,72,0,True,False,False,1.0,0.0,0.0,0.0,0.0,11.750078,53.633936,-2.9
0,73,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,43.743808,-2.9
0,74,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,18.996277,-2.9
0,75,0,True,False,False,0.0,0.0,0.0,1.0,0.0,43.610502,45.88942,46.349998
0,76,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,47.1971,2.85
0,77,0,True,False,False,1.0,0.0,0.0,0.0,0.0,35.557697,34.897922,-2.9
0,78,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,63.524061,-2.9
0,79,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,14.7971,13.25
0,80,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535502,53.925941,8.35
0,81,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,76.25
0,82,0,True,False,False,0.0,0.0,1.0,0.0,0.0,49.310973,43.147099,19.55
0,83,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535501,43.147098,35.75
0,84,0,True,False,False,0.0,1.0,0.0,0.0,0.0,62.730564,39.0971,2.85
0,85,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,26.9471,68.149998
0,86,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,18.8471,60.049999
0,87,0,True,False,False,0.0,0.0,1.0,0.0,0.0,26.726455,43.743809,8.35
0,88,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.7471,8.35
0,89,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,9.597923,68.149997
0,90,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.597923,27.650001
0,91,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,84.350003
0,92,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,34.897922,-2.9
0,93,0,True,False,False,0.0,1.0,0.0,0.0,0.0,39.738245,58.877351,2.85
0,94,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,34.897922,35.75
0,95,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.597923,43.850001
0,96,0,True,False,False,0.0,1.0,0.0,0.0,0.0,62.730564,6.697101,2.85
0,97,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,18.8471,27.650001
0,98,0,True,False,False,0.0,0.0,1.0,0.0,0.0,8.595141,34.897922,8.35
0,99,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,18.8471,76.25
0,100,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,22.897101,13.25
0,101,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.9471,76.25
0,102,0,True,False,False,1.0,0.0,0.0,0.0,0.0,23.888302,18.996277,-2.9
0,103,0,True,False,False,0.0,1.0,0.0,0.0,0.0,5.751254,6.697101,2.85
0,104,0,True,False,False,0.0,0.0,1.0,0.0,0.0,49.310972,43.147098,60.049999
0,105,0,True,False,False,1.0,0.0,0.0,0.0,0.0,35.557697,26.9471,-2.9
0,106,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,26.9471,35.75
0,107,0,True,False,False,1.0,0.0,0.0,0.0,0.0,58.896482,53.633936,-2.9
0,108,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,35.75
0,109,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,9.597923,19.55
0,110,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,39.097101,13.25
0,111,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,68.149997
0,112,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,18.8471,19.55
0,113,0,True,False,False,0.0,1.0,0.0,0.0,0.0,5.751254,39.0971,2.85
0,114,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,68.149997
0,115,0,True,False,False,1.0,0.0,0.0,0.0,0.0,11.750078,9.7471,-2.9
0,116,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,34.897923,68.149998
0,117,0,True,False,False,0.0,1.0,0.0,0.0,0.0,62.730564,14.797101,2.85
0,118,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,6.6971,13.25
0,119,0,True,False,False,0.0,0.0,1.0,0.0,0.0,8.595142,26.9471,8.35
0,120,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.287774,26.9471,8.35
0,121,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,22.897101,2.85
0,122,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,76.25
0,123,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,30.997101,2.85
0,124,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,30.997101,13.25
0,125,0,True,False,False,0.0,1.0,0.0,0.0,0.0,5.751254,30.9971,2.85
0,126,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,22.897101,2.85
0,127,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,53.633936,-2.9
0,128,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897923,68.149997
0,129,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535501,43.147098,51.950001
0,130,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,14.7971,13.25
0,131,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,26.9471,84.350003
0,132,0,True,False,False,1.0,0.0,0.0,0.0,0.0,23.888302,34.897922,-2.9
0,133,0,True,False,False,0.0,1.0,0.0,0.0,0.0,23.74138,48.390517,2.85
0,134,0,True,False,False,0.0,1.0,0.0,0.0,0.0,11.74373,39.0971,2.85
0,135,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.9471,68.149997
0,136,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,58.864655,2.85
0,137,0,True,False,False,0.0,1.0,0.0,0.0,0.0,29.746552,48.390517,2.85
0,138,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,14.797101,2.85
0,139,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.597923,84.350003
0,140,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.9471,8.35
0,141,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.597923,51.950001
0,142,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,34.897922,43.850001
0,143,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,47.197101,13.25
0,144,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,6.697101,2.85
0,145,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897922,84.350002
0,146,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,30.997101,2.85
0,147,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535501,43.743809,8.35
0,148,0,True,False,False,0.0,1.0,0.0,0.0,0.0,62.730564,22.897101,2.85
0,149,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,58.877351,2.85
0,150,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.287773,18.996277,8.35
0,151,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,6.697101,2.85
0,152,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,51.950001
0,153,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535502,43.147098,68.149997
0,154,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,18.8471,35.75
0,155,0,True,False,False,0.0,0.0,1.0,0.0,0.0,8.595142,43.743809,8.35
0,156,0,True,False,False,0.0,0.0,1.0,0.0,0.0,60.286599,34.897922,8.35
0,157,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732916,6.697101,2.85
0,158,0,True,False,False,0.0,1.0,0.0,0.0,0.0,56.738088,39.0971,2.85
0,159,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.947101,60.049999
0,160,0,True,False,False,0.0,1.0,0.0,0.0,0.0,17.748903,39.0971,2.85
0,161,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,26.9471,43.850001
0,162,0,True,False,False,0.0,0.0,1.0,0.0,0.0,14.898668,34.897922,8.35
0,163,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897923,60.049999
0,164,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,9.597923,60.049999
0,165,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535502,43.147099,43.850001
0,166,0,True,False,False,0.0,1.0,0.0,0.0,0.0,29.746552,6.6971,2.85
0,167,0,True,False,False,0.0,1.0,0.0,0.0,0.0,5.751254,48.390517,2.85
0,168,0,True,False,False,1.0,0.0,0.0,0.0,0.0,58.896483,26.947101,-2.9
0,169,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,19.55
0,170,0,True,False,False,0.0,0.0,1.0,0.0,0.0,37.535501,43.147098,84.350002
0,171,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897922,35.75
0,172,0,True,False,False,0.0,1.0,0.0,0.0,0.0,62.730564,52.884875,2.85
0,173,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732915,22.897101,13.25
0,174,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.787461,26.9471,27.650001
0,175,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,6.697101,13.25
0,176,0,True,False,False,0.0,0.0,1.0,0.0,0.0,60.286598,18.996277,8.35
0,177,0,True,False,False,0.0,1.0,0.0,0.0,0.0,44.537304,14.797101,2.85
0,178,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,34.897922,19.55
0,179,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,34.897922,27.650001
0,180,0,True,False,False,0.0,0.0,1.0,0.0,0.0,14.898668,26.947101,8.35
0,181,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,22.8971,13.25
0,182,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,30.997101,13.25
0,183,0,True,False,False,0.0,0.0,1.0,0.0,0.0,49.310973,53.925941,8.35
0,184,0,True,False,False,1.0,0.0,0.0,0.0,0.0,35.557697,43.743808,-2.9
0,185,0,True,False,False,0.0,1.0,0.0,0.0,0.0,50.732916,30.9971,2.85
0,186,0,True,False,False,0.0,1.0,0.0,0.0,0.0,5.751254,22.8971,2.85
0,187,0,True,False,False,0.0,0.0,1.0,0.0,0.0,54.287774,34.897923,8.35
0,188,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,26.9471,8.35
0,189,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,26.9471,19.55
0,190,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.227091,9.7471,-2.9
0,191,0,True,False,False,0.0,1.0,0.0,0.0,0.0,35.739028,39.097101,13.25
0,192,0,True,False,False,0.0,0.0,1.0,0.0,0.0,47.78746,34.897922,51.950001
0,193,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,27.650001
0,194,0,False,True,False,0.0,0.0,1.0,0.0,0.0,47.78746,18.8471,51.950001
0,195,0,False,True,False,0.0,0.0,1.0,0.0,0.0,47.787461,9.597923,76.25
0,196,0,False,True,False,0.0,1.0,0.0,0.0,0.0,5.751254,14.797101,2.85
0,197,0,False,True,False,0.0,1.0,0.0,0.0,0.0,35.739028,30.9971,2.85
0,198,0,False,True,False,0.0,1.0,0.0,0.0,0.0,35.739028,47.1971,2.85
0,199,0,False,True,False,0.0,1.0,0.0,0.0,0.0,62.730564,47.197101,2.85
0,200,0,False,True,False,0.0,1.0,0.0,0.0,0.0,23.741379,6.697101,2.85
0,201,0,False,True,False,0.0,0.0,1.0,0.0,0.0,54.287773,53.925941,8.35
0,202,0,False,True,False,1.0,0.0,0.0,0.0,0.0,23.888302,43.743808,-2.9
0,203,0,False,True,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,60.049999
0,204,0,False,True,False,0.0,1.0,0.0,0.0,0.0,35.739028,39.0971,2.85
0,205,0,False,True,False,0.0,0.0,1.0,0.0,0.0,20.891757,9.7471,8.35
0,206,0,False,True,False,0.0,0.0,1.0,0.0,0.0,49.310972,43.147099,68.149997
0,207,0,False,True,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,27.65
0,208,0,False,True,False,0.0,1.0,0.0,0.0,0.0,29.746552,39.097101,2.85
0,209,0,False,True,False,0.0,0.0,1.0,0.0,0.0,60.286599,43.743809,8.35
0,210,0,False,True,False,0.0,0.0,0.0,1.0,0.0,14.898667,18.996277,7.175
0,211,0,False,True,False,0.0,1.0,0.0,0.0,0.0,11.74373,6.6971,2.85
0,212,0,False,True,False,0.0,1.0,0.0,0.0,0.0,62.730564,58.864655,2.85
0,213,0,False,True,False,0.0,0.0,1.0,0.0,0.0,60.286598,53.925942,8.35
0,214,0,False,True,False,1.0,0.0,0.0,0.0,0.0,11.750078,26.947101,-2.9
0,215,0,False,True,False,0.0,0.0,1.0,0.0,0.0,47.78746,9.597923,35.75
0,216,0,False,True,False,0.0,0.0,1.0,0.0,0.0,39.985815,9.597923,84.350002
0,217,0,False,True,False,0.0,1.0,0.0,0.0,0.0,50.732915,30.9971,13.25
0,218,0,False,False,True,0.0,0.0,1.0,0.0,0.0,37.535501,43.147098,60.049999
0,219,0,False,False,True,0.0,1.0,0.0,0.0,0.0,23.74138,14.797101,2.85
0,220,0,False,False,True,0.0,0.0,1.0,0.0,0.0,49.310972,43.147098,51.950001
0,221,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,18.8471,43.850001
0,222,0,False,False,True,1.0,0.0,0.0,0.0,0.0,11.750078,43.743808,-2.9
0,223,0,False,False,True,0.0,1.0,0.0,0.0,0.0,50.732915,58.864655,2.85
0,224,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,34.897923,8.35
0,225,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,9.7471,8.35
0,226,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,26.947101,19.55
0,227,0,False,False,True,0.0,0.0,1.0,0.0,0.0,60.286598,9.7471,8.35
0,228,0,False,False,True,1.0,0.0,0.0,0.0,0.0,58.896483,43.743809,-2.9
0,229,0,False,False,True,0.0,0.0,1.0,0.0,0.0,49.310972,43.147099,76.25
0,230,0,False,False,True,0.0,0.0,1.0,0.0,0.0,32.578663,9.7471,8.35
0,231,0,False,False,True,0.0,0.0,1.0,0.0,0.0,32.578663,43.743809,8.35
0,232,0,False,False,True,0.0,1.0,0.0,0.0,0.0,56.738088,52.884875,2.85
0,233,0,False,False,True,0.0,1.0,0.0,0.0,0.0,62.730564,30.9971,2.85
0,234,0,False,False,True,0.0,0.0,1.0,0.0,0.0,49.310972,43.147098,35.75
0,235,0,False,False,True,0.0,1.0,0.0,0.0,0.0,50.732916,22.8971,2.85
0,236,0,False,False,True,0.0,0.0,1.0,0.0,0.0,37.535501,43.147098,27.650001
0,237,0,False,False,True,0.0,0.0,1.0,0.0,0.0,47.787461,34.897922,76.25
0,238,0,False,False,True,1.0,0.0,0.0,0.0,0.0,11.750078,18.996277,-2.9
0,239,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,34.897922,51.950001
0,240,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,34.897923,76.25
0,241,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,26.947101,35.75
0,242,0,False,False,True,0.0,0.0,1.0,0.0,0.0,39.985815,26.9471,27.650001
