graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,75,178,0,True,False,False
0,178,75,0,True,False,False
0,75,13,0,True,False,False
0,13,75,0,True,False,False
0,75,45,0,True,False,False
0,45,75,0,True,False,False
0,75,11,0,True,False,False
0,11,75,0,True,False,False
0,75,56,0,True,False,False
0,56,75,0,True,False,False
0,75,17,0,True,False,False
0,17,75,0,True,False,False
0,75,66,0,True,False,False
0,66,75,0,True,False,False
0,75,83,0,True,False,False
0,83,75,0,True,False,False
0,75,240,0,True,False,False
0,240,75,0,True,False,False
0,75,29,0,True,False,False
0,29,75,0,True,False,False
0,75,94,0,True,False,False
0,94,75,0,True,False,False
0,75,48,0,True,False,False
0,48,75,0,True,False,False
0,75,19,0,True,False,False
0,19,75,0,True,False,False
0,75,179,0,True,False,False
0,179,75,0,True,False,False
0,75,16,0,True,False,False
0,16,75,0,True,False,False
0,75,171,0,True,False,False
0,171,75,0,True,False,False
0,75,147,0,True,False,False
0,147,75,0,True,False,False
0,75,104,0,True,False,False
0,104,75,0,True,False,False
0,75,163,0,True,False,False
0,163,75,0,True,False,False
0,127,75,0,True,False,False
0,75,127,0,True,False,False
0,75,80,0,True,False,False
0,80,75,0,True,False,False
0,75,218,0,True,False,False
0,218,75,0,True,False,False
0,47,183,0,True,False,False
0,183,47,0,True,False,False
0,201,47,0,True,False,False
0,47,201,0,True,False,False
0,127,47,0,True,False,False
0,47,127,0,True,False,False
0,34,39,0,True,False,False
0,39,34,0,True,False,False
0,22,34,0,True,False,False
0,34,22,0,True,False,False
0,34,37,0,True,False,False
0,37,34,0,True,False,False
0,22,69,0,True,False,False
0,69,22,0,True,False,False
0,69,80,0,True,False,False
0,80,69,0,True,False,False
0,10,78,0,True,False,False
0,78,10,0,True,False,False
0,10,107,0,True,False,False
0,107,10,0,True,False,False
0,10,212,0,True,False,False
0,212,10,0,True,False,False
0,10,136,0,True,False,False
0,136,10,0,True,False,False
0,107,172,0,True,False,False
0,172,107,0,True,False,False
0,107,212,0,True,False,False
0,212,107,0,True,False,False
0,107,136,0,True,False,False
0,136,107,0,True,False,False
0,107,228,0,True,False,False
0,228,107,0,True,False,False
0,107,127,0,True,False,False
0,127,107,0,True,False,False
0,212,213,0,True,False,False
0,213,212,0,True,False,False
0,127,149,0,True,False,False
0,149,127,0,True,False,False
0,78,127,0,True,False,False
0,127,78,0,True,False,False
0,127,223,0,True,False,False
0,223,127,0,True,False,False
0,78,22,0,True,False,False
0,22,78,0,True,False,False
0,78,149,0,True,False,False
0,149,78,0,True,False,False
0,78,223,0,True,False,False
0,223,78,0,True,False,False
0,22,93,0,True,False,False
0,93,22,0,True,False,False
0,149,70,0,True,False,False
0,70,149,0,True,False,False
0,223,183,0,True,False,False
0,183,223,0,True,False,False
0,223,201,0,True,False,False
0,201,223,0,True,False,False
0,172,213,0,True,False,False
0,213,172,0,True,False,False
0,228,76,0,True,False,False
0,76,228,0,True,False,False
0,228,58,0,True,False,False
0,58,228,0,True,False,False
0,228,84,0,True,False,False
0,84,228,0,True,False,False
0,228,158,0,True,False,False
0,158,228,0,True,False,False
0,228,199,0,True,False,False
0,199,228,0,True,False,False
0,136,201,0,True,False,False
0,201,136,0,True,False,False
0,201,60,0,True,False,False
0,60,201,0,True,False,False
0,201,183,0,True,False,False
0,183,201,0,True,False,False
0,201,213,0,True,False,False
0,213,201,0,True,False,False
0,213,209,0,True,False,False
0,209,213,0,True,False,False
0,19,234,0,True,False,False
0,234,19,0,True,False,False
0,82,19,0,True,False,False
0,19,82,0,True,False,False
0,19,17,0,True,False,False
0,17,19,0,True,False,False
0,83,236,0,True,False,False
0,236,83,0,True,False,False
0,165,83,0,True,False,False
0,83,165,0,True,False,False
0,83,171,0,True,False,False
0,171,83,0,True,False,False
0,236,61,0,True,False,False
0,61,236,0,True,False,False
0,236,179,0,True,False,False
0,179,236,0,True,False,False
0,61,2,0,True,False,False
0,2,61,0,True,False,False
0,61,48,0,True,False,False
0,48,61,0,True,False,False
0,61,191,0,True,False,False
0,191,61,0,True,False,False
0,48,182,0,True,False,False
0,182,48,0,True,False,False
0,48,124,0,True,False,False
0,124,48,0,True,False,False
0,48,178,0,True,False,False
0,178,48,0,True,False,False
0,48,179,0,True,False,False
0,179,48,0,True,False,False
0,48,226,0,True,False,False
0,226,48,0,True,False,False
0,153,218,0,True,False,False
0,218,153,0,True,False,False
0,218,129,0,True,False,False
0,129,218,0,True,False,False
0,218,163,0,True,False,False
0,163,218,0,True,False,False
0,178,124,0,True,False,False
0,124,178,0,True,False,False
0,178,217,0,True,False,False
0,217,178,0,True,False,False
0,82,178,0,True,False,False
0,178,82,0,True,False,False
0,178,189,0,True,False,False
0,189,178,0,True,False,False
0,178,17,0,True,False,False
0,17,178,0,True,False,False
0,17,174,0,True,False,False
0,174,17,0,True,False,False
0,17,94,0,True,False,False
0,94,17,0,True,False,False
0,17,179,0,True,False,False
0,179,17,0,True,False,False
0,76,60,0,True,False,False
0,60,76,0,True,False,False
0,82,110,0,True,False,False
0,110,82,0,True,False,False
0,82,143,0,True,False,False
0,143,82,0,True,False,False
0,199,209,0,True,False,False
0,209,199,0,True,False,False
0,39,202,0,True,False,False
0,202,39,0,True,False,False
0,39,72,0,True,False,False
0,72,39,0,True,False,False
0,234,66,0,True,False,False
0,66,234,0,True,False,False
0,66,220,0,True,False,False
0,220,66,0,True,False,False
0,66,142,0,True,False,False
0,142,66,0,True,False,False
0,147,2,0,True,False,False
0,2,147,0,True,False,False
0,147,231,0,True,False,False
0,231,147,0,True,False,False
0,147,224,0,True,False,False
0,224,147,0,True,False,False
0,147,204,0,True,False,False
0,204,147,0,True,False,False
0,147,191,0,True,False,False
0,191,147,0,True,False,False
0,147,198,0,True,False,False
0,198,147,0,True,False,False
0,80,147,0,True,False,False
0,147,80,0,True,False,False
0,206,229,0,True,False,False
0,229,206,0,True,False,False
0,229,237,0,True,False,False
0,237,229,0,True,False,False
0,229,45,0,True,False,False
0,45,229,0,True,False,False
0,84,209,0,True,False,False
0,209,84,0,True,False,False
0,206,116,0,True,False,False
0,116,206,0,True,False,False
0,104,206,0,True,False,False
0,206,104,0,True,False,False
0,224,182,0,True,False,False
0,182,224,0,True,False,False
0,224,53,0,True,False,False
0,53,224,0,True,False,False
0,224,124,0,True,False,False
0,124,224,0,True,False,False
0,224,197,0,True,False,False
0,197,224,0,True,False,False
0,224,140,0,True,False,False
0,140,224,0,True,False,False
0,224,123,0,True,False,False
0,123,224,0,True,False,False
0,234,94,0,True,False,False
0,94,234,0,True,False,False
0,129,239,0,True,False,False
0,239,129,0,True,False,False
0,129,165,0,True,False,False
0,165,129,0,True,False,False
0,60,209,0,True,False,False
0,209,60,0,True,False,False
0,209,156,0,True,False,False
0,156,209,0,True,False,False
0,60,29,0,True,False,False
0,29,60,0,True,False,False
0,21,29,0,True,False,False
0,29,21,0,True,False,False
0,183,29,0,True,False,False
0,29,183,0,True,False,False
0,29,53,0,True,False,False
0,53,29,0,True,False,False
0,15,29,0,True,False,False
0,29,15,0,True,False,False
0,29,110,0,True,False,False
0,110,29,0,True,False,False
0,29,143,0,True,False,False
0,143,29,0,True,False,False
0,60,15,0,True,False,False
0,15,60,0,True,False,False
0,58,233,0,True,False,False
0,233,58,0,True,False,False
0,58,146,0,True,False,False
0,146,58,0,True,False,False
0,58,168,0,True,False,False
0,168,58,0,True,False,False
0,58,92,0,True,False,False
0,92,58,0,True,False,False
0,93,80,0,True,False,False
0,80,93,0,True,False,False
0,70,80,0,True,False,False
0,80,70,0,True,False,False
0,7,80,0,True,False,False
0,80,7,0,True,False,False
0,70,183,0,True,False,False
0,183,70,0,True,False,False
0,92,77,0,True,False,False
0,77,92,0,True,False,False
0,92,185,0,True,False,False
0,185,92,0,True,False,False
0,92,67,0,True,False,False
0,67,92,0,True,False,False
0,92,123,0,True,False,False
0,123,92,0,True,False,False
0,220,192,0,True,False,False
0,192,220,0,True,False,False
0,220,104,0,True,False,False
0,104,220,0,True,False,False
0,53,124,0,True,False,False
0,124,53,0,True,False,False
0,53,217,0,True,False,False
0,217,53,0,True,False,False
0,53,187,0,True,False,False
0,187,53,0,True,False,False
0,53,185,0,True,False,False
0,185,53,0,True,False,False
0,53,188,0,True,False,False
0,188,53,0,True,False,False
0,53,123,0,True,False,False
0,123,53,0,True,False,False
0,158,60,0,True,False,False
0,60,158,0,True,False,False
0,170,145,0,True,False,False
0,145,170,0,True,False,False
0,170,56,0,True,False,False
0,56,170,0,True,False,False
0,56,153,0,True,False,False
0,153,56,0,True,False,False
0,56,240,0,True,False,False
0,240,56,0,True,False,False
0,93,70,0,True,False,False
0,70,93,0,True,False,False
0,60,21,0,True,False,False
0,21,60,0,True,False,False
0,104,11,0,True,False,False
0,11,104,0,True,False,False
0,45,16,0,True,False,False
0,16,45,0,True,False,False
0,184,202,0,True,False,False
0,202,184,0,True,False,False
0,184,77,0,True,False,False
0,77,184,0,True,False,False
0,184,137,0,True,False,False
0,137,184,0,True,False,False
0,184,204,0,True,False,False
0,204,184,0,True,False,False
0,184,198,0,True,False,False
0,198,184,0,True,False,False
0,184,208,0,True,False,False
0,208,184,0,True,False,False
0,153,128,0,True,False,False
0,128,153,0,True,False,False
0,60,187,0,True,False,False
0,187,60,0,True,False,False
0,60,110,0,True,False,False
0,110,60,0,True,False,False
0,60,143,0,True,False,False
0,143,60,0,True,False,False
0,165,13,0,True,False,False
0,13,165,0,True,False,False
0,123,188,0,True,False,False
0,188,123,0,True,False,False
0,67,123,0,True,False,False
0,123,67,0,True,False,False
0,123,140,0,True,False,False
0,140,123,0,True,False,False
0,231,87,0,True,False,False
0,87,231,0,True,False,False
0,137,231,0,True,False,False
0,231,137,0,True,False,False
0,208,231,0,True,False,False
0,231,208,0,True,False,False
0,163,159,0,True,False,False
0,159,163,0,True,False,False
0,163,239,0,True,False,False
0,239,163,0,True,False,False
0,128,163,0,True,False,False
0,163,128,0,True,False,False
0,11,163,0,True,False,False
0,163,11,0,True,False,False
0,67,126,0,True,False,False
0,126,67,0,True,False,False
0,168,67,0,True,False,False
0,67,168,0,True,False,False
0,67,105,0,True,False,False
0,105,67,0,True,False,False
0,67,185,0,True,False,False
0,185,67,0,True,False,False
0,67,74,0,True,False,False
0,74,67,0,True,False,False
0,67,235,0,True,False,False
0,235,67,0,True,False,False
0,192,11,0,True,False,False
0,11,192,0,True,False,False
0,11,40,0,True,False,False
0,40,11,0,True,False,False
0,11,116,0,True,False,False
0,116,11,0,True,False,False
0,77,132,0,True,False,False
0,132,77,0,True,False,False
0,77,105,0,True,False,False
0,105,77,0,True,False,False
0,77,197,0,True,False,False
0,197,77,0,True,False,False
0,116,128,0,True,False,False
0,128,116,0,True,False,False
0,116,237,0,True,False,False
0,237,116,0,True,False,False
0,116,85,0,True,False,False
0,85,116,0,True,False,False
0,168,233,0,True,False,False
0,233,168,0,True,False,False
0,233,156,0,True,False,False
0,156,233,0,True,False,False
0,233,14,0,True,False,False
0,14,233,0,True,False,False
0,202,160,0,True,False,False
0,160,202,0,True,False,False
0,202,132,0,True,False,False
0,132,202,0,True,False,False
0,202,222,0,True,False,False
0,222,202,0,True,False,False
0,202,137,0,True,False,False
0,137,202,0,True,False,False
0,202,71,0,True,False,False
0,71,202,0,True,False,False
0,202,27,0,True,False,False
0,27,202,0,True,False,False
0,202,133,0,True,False,False
0,133,202,0,True,False,False
0,202,208,0,True,False,False
0,208,202,0,True,False,False
0,16,145,0,True,False,False
0,145,16,0,True,False,False
0,237,16,0,True,False,False
0,16,237,0,True,False,False
0,16,131,0,True,False,False
0,131,16,0,True,False,False
0,37,72,0,True,False,False
0,72,37,0,True,False,False
0,124,189,0,True,False,False
0,189,124,0,True,False,False
0,124,188,0,True,False,False
0,188,124,0,True,False,False
0,124,140,0,True,False,False
0,140,124,0,True,False,False
0,124,226,0,True,False,False
0,226,124,0,True,False,False
0,140,182,0,True,False,False
0,182,140,0,True,False,False
0,140,126,0,True,False,False
0,126,140,0,True,False,False
0,140,181,0,True,False,False
0,181,140,0,True,False,False
0,140,25,0,True,False,False
0,25,140,0,True,False,False
0,140,197,0,True,False,False
0,197,140,0,True,False,False
0,140,188,0,True,False,False
0,188,140,0,True,False,False
0,140,100,0,True,False,False
0,100,140,0,True,False,False
0,140,5,0,True,False,False
0,5,140,0,True,False,False
0,182,226,0,True,False,False
0,226,182,0,True,False,False
0,197,105,0,True,False,False
0,105,197,0,True,False,False
0,187,217,0,True,False,False
0,217,187,0,True,False,False
0,217,189,0,True,False,False
0,189,217,0,True,False,False
0,217,120,0,True,False,False
0,120,217,0,True,False,False
0,217,188,0,True,False,False
0,188,217,0,True,False,False
0,142,192,0,True,False,False
0,192,142,0,True,False,False
0,142,65,0,True,False,False
0,65,142,0,True,False,False
0,142,13,0,True,False,False
0,13,142,0,True,False,False
0,94,142,0,True,False,False
0,142,94,0,True,False,False
0,145,55,0,True,False,False
0,55,145,0,True,False,False
0,145,240,0,True,False,False
0,240,145,0,True,False,False
0,168,146,0,True,False,False
0,146,168,0,True,False,False
0,146,187,0,True,False,False
0,187,146,0,True,False,False
0,146,120,0,True,False,False
0,120,146,0,True,False,False
0,188,126,0,True,False,False
0,126,188,0,True,False,False
0,188,173,0,True,False,False
0,173,188,0,True,False,False
0,188,57,0,True,False,False
0,57,188,0,True,False,False
0,188,120,0,True,False,False
0,120,188,0,True,False,False
0,185,188,0,True,False,False
0,188,185,0,True,False,False
0,188,100,0,True,False,False
0,100,188,0,True,False,False
0,188,235,0,True,False,False
0,235,188,0,True,False,False
0,226,181,0,True,False,False
0,181,226,0,True,False,False
0,226,189,0,True,False,False
0,189,226,0,True,False,False
0,226,242,0,True,False,False
0,242,226,0,True,False,False
0,226,169,0,True,False,False
0,169,226,0,True,False,False
0,226,100,0,True,False,False
0,100,226,0,True,False,False
0,240,128,0,True,False,False
0,128,240,0,True,False,False
0,237,240,0,True,False,False
0,240,237,0,True,False,False
0,240,101,0,True,False,False
0,101,240,0,True,False,False
0,192,239,0,True,False,False
0,239,192,0,True,False,False
0,239,32,0,True,False,False
0,32,239,0,True,False,False
0,239,13,0,True,False,False
0,13,239,0,True,False,False
0,192,51,0,True,False,False
0,51,192,0,True,False,False
0,13,161,0,True,False,False
0,161,13,0,True,False,False
0,13,171,0,True,False,False
0,171,13,0,True,False,False
0,137,87,0,True,False,False
0,87,137,0,True,False,False
0,168,52,0,True,False,False
0,52,168,0,True,False,False
0,168,121,0,True,False,False
0,121,168,0,True,False,False
0,168,148,0,True,False,False
0,148,168,0,True,False,False
0,72,222,0,True,False,False
0,222,72,0,True,False,False
0,187,156,0,True,False,False
0,156,187,0,True,False,False
0,187,120,0,True,False,False
0,120,187,0,True,False,False
0,187,185,0,True,False,False
0,185,187,0,True,False,False
0,208,87,0,True,False,False
0,87,208,0,True,False,False
0,179,242,0,True,False,False
0,242,179,0,True,False,False
0,171,179,0,True,False,False
0,179,171,0,True,False,False
0,156,14,0,True,False,False
0,14,156,0,True,False,False
0,185,120,0,True,False,False
0,120,185,0,True,False,False
0,237,30,0,True,False,False
0,30,237,0,True,False,False
0,128,135,0,True,False,False
0,135,128,0,True,False,False
0,171,241,0,True,False,False
0,241,171,0,True,False,False
0,94,171,0,True,False,False
0,171,94,0,True,False,False
0,94,106,0,True,False,False
0,106,94,0,True,False,False
0,132,26,0,True,False,False
0,26,132,0,True,False,False
0,132,62,0,True,False,False
0,62,132,0,True,False,False
0,132,33,0,True,False,False
0,33,132,0,True,False,False
0,148,14,0,True,False,False
0,14,148,0,True,False,False
0,14,120,0,True,False,False
0,120,14,0,True,False,False
0,14,176,0,True,False,False
0,176,14,0,True,False,False
0,30,131,0,True,False,False
0,131,30,0,True,False,False
0,85,30,0,True,False,False
0,30,85,0,True,False,False
0,30,99,0,True,False,False
0,99,30,0,True,False,False
0,30,101,0,True,False,False
0,101,30,0,True,False,False
0,169,1,0,True,False,False
0,1,169,0,True,False,False
0,169,79,0,True,False,False
0,79,169,0,True,False,False
0,169,193,0,True,False,False
0,193,169,0,True,False,False
0,181,169,0,True,False,False
0,169,181,0,True,False,False
0,169,0,0,True,False,False
0,0,169,0,True,False,False
0,169,112,0,True,False,False
0,112,169,0,True,False,False
0,100,169,0,True,False,False
0,169,100,0,True,False,False
0,222,160,0,True,False,False
0,160,222,0,True,False,False
0,160,50,0,True,False,False
0,50,160,0,True,False,False
0,160,43,0,True,False,False
0,43,160,0,True,False,False
0,194,141,0,True,False,False
0,141,194,0,True,False,False
0,194,36,0,True,False,False
0,36,194,0,True,False,False
0,51,194,0,True,False,False
0,194,51,0,True,False,False
0,194,86,0,True,False,False
0,86,194,0,True,False,False
0,23,194,0,True,False,False
0,194,23,0,True,False,False
0,52,148,0,True,False,False
0,148,52,0,True,False,False
0,148,176,0,True,False,False
0,176,148,0,True,False,False
0,222,167,0,True,False,False
0,167,222,0,True,False,False
0,222,20,0,True,False,False
0,20,222,0,True,False,False
0,222,27,0,True,False,False
0,27,222,0,True,False,False
0,222,134,0,True,False,False
0,134,222,0,True,False,False
0,222,113,0,True,False,False
0,113,222,0,True,False,False
0,222,33,0,True,False,False
0,33,222,0,True,False,False
0,5,181,0,True,False,False
0,181,5,0,True,False,False
0,71,87,0,True,False,False
0,87,71,0,True,False,False
0,71,50,0,True,False,False
0,50,71,0,True,False,False
0,189,174,0,True,False,False
0,174,189,0,True,False,False
0,189,173,0,True,False,False
0,173,189,0,True,False,False
0,189,112,0,True,False,False
0,112,189,0,True,False,False
0,189,100,0,True,False,False
0,100,189,0,True,False,False
0,106,154,0,True,False,False
0,154,106,0,True,False,False
0,174,106,0,True,False,False
0,106,174,0,True,False,False
0,106,65,0,True,False,False
0,65,106,0,True,False,False
0,106,241,0,True,False,False
0,241,106,0,True,False,False
0,52,121,0,True,False,False
0,121,52,0,True,False,False
0,52,35,0,True,False,False
0,35,52,0,True,False,False
0,52,8,0,True,False,False
0,8,52,0,True,False,False
0,52,117,0,True,False,False
0,117,52,0,True,False,False
0,52,74,0,True,False,False
0,74,52,0,True,False,False
0,32,36,0,True,False,False
0,36,32,0,True,False,False
0,159,32,0,True,False,False
0,32,159,0,True,False,False
0,32,161,0,True,False,False
0,161,32,0,True,False,False
0,51,32,0,True,False,False
0,32,51,0,True,False,False
0,121,120,0,True,False,False
0,120,121,0,True,False,False
0,120,173,0,True,False,False
0,173,120,0,True,False,False
0,120,150,0,True,False,False
0,150,120,0,True,False,False
0,120,235,0,True,False,False
0,235,120,0,True,False,False
0,74,177,0,True,False,False
0,177,74,0,True,False,False
0,74,138,0,True,False,False
0,138,74,0,True,False,False
0,74,126,0,True,False,False
0,126,74,0,True,False,False
0,74,59,0,True,False,False
0,59,74,0,True,False,False
0,74,190,0,True,False,False
0,190,74,0,True,False,False
0,74,235,0,True,False,False
0,235,74,0,True,False,False
0,55,101,0,True,False,False
0,101,55,0,True,False,False
0,101,122,0,True,False,False
0,122,101,0,True,False,False
0,101,135,0,True,False,False
0,135,101,0,True,False,False
0,126,57,0,True,False,False
0,57,126,0,True,False,False
0,126,5,0,True,False,False
0,5,126,0,True,False,False
0,5,177,0,True,False,False
0,177,5,0,True,False,False
0,5,1,0,True,False,False
0,1,5,0,True,False,False
0,5,79,0,True,False,False
0,79,5,0,True,False,False
0,5,64,0,True,False,False
0,64,5,0,True,False,False
0,5,57,0,True,False,False
0,57,5,0,True,False,False
0,25,5,0,True,False,False
0,5,25,0,True,False,False
0,5,225,0,True,False,False
0,225,5,0,True,False,False
0,5,100,0,True,False,False
0,100,5,0,True,False,False
0,100,57,0,True,False,False
0,57,100,0,True,False,False
0,100,112,0,True,False,False
0,112,100,0,True,False,False
0,57,177,0,True,False,False
0,177,57,0,True,False,False
0,57,138,0,True,False,False
0,138,57,0,True,False,False
0,57,173,0,True,False,False
0,173,57,0,True,False,False
0,57,88,0,True,False,False
0,88,57,0,True,False,False
0,57,79,0,True,False,False
0,79,57,0,True,False,False
0,57,130,0,True,False,False
0,130,57,0,True,False,False
0,57,150,0,True,False,False
0,150,57,0,True,False,False
0,235,57,0,True,False,False
0,57,235,0,True,False,False
0,65,51,0,True,False,False
0,51,65,0,True,False,False
0,51,40,0,True,False,False
0,40,51,0,True,False,False
0,40,85,0,True,False,False
0,85,40,0,True,False,False
0,85,9,0,True,False,False
0,9,85,0,True,False,False
0,85,135,0,True,False,False
0,135,85,0,True,False,False
0,105,25,0,True,False,False
0,25,105,0,True,False,False
0,105,59,0,True,False,False
0,59,105,0,True,False,False
0,105,62,0,True,False,False
0,62,105,0,True,False,False
0,133,87,0,True,False,False
0,87,133,0,True,False,False
0,133,50,0,True,False,False
0,50,133,0,True,False,False
0,173,112,0,True,False,False
0,112,173,0,True,False,False
0,173,150,0,True,False,False
0,150,173,0,True,False,False
0,112,79,0,True,False,False
0,79,112,0,True,False,False
0,112,109,0,True,False,False
0,109,112,0,True,False,False
0,112,97,0,True,False,False
0,97,112,0,True,False,False
0,112,130,0,True,False,False
0,130,112,0,True,False,False
0,40,159,0,True,False,False
0,159,40,0,True,False,False
0,40,86,0,True,False,False
0,86,40,0,True,False,False
0,174,97,0,True,False,False
0,97,174,0,True,False,False
0,174,242,0,True,False,False
0,242,174,0,True,False,False
0,135,159,0,True,False,False
0,159,135,0,True,False,False
0,135,114,0,True,False,False
0,114,135,0,True,False,False
0,65,161,0,True,False,False
0,161,65,0,True,False,False
0,161,221,0,True,False,False
0,221,161,0,True,False,False
0,161,241,0,True,False,False
0,241,161,0,True,False,False
0,27,50,0,True,False,False
0,50,27,0,True,False,False
0,27,43,0,True,False,False
0,43,27,0,True,False,False
0,131,18,0,True,False,False
0,18,131,0,True,False,False
0,131,55,0,True,False,False
0,55,131,0,True,False,False
0,25,59,0,True,False,False
0,59,25,0,True,False,False
0,159,24,0,True,False,False
0,24,159,0,True,False,False
0,65,23,0,True,False,False
0,23,65,0,True,False,False
0,242,193,0,True,False,False
0,193,242,0,True,False,False
0,241,242,0,True,False,False
0,242,241,0,True,False,False
0,121,150,0,True,False,False
0,150,121,0,True,False,False
0,97,154,0,True,False,False
0,154,97,0,True,False,False
0,97,90,0,True,False,False
0,90,97,0,True,False,False
0,97,193,0,True,False,False
0,193,97,0,True,False,False
0,154,108,0,True,False,False
0,108,154,0,True,False,False
0,154,215,0,True,False,False
0,215,154,0,True,False,False
0,154,23,0,True,False,False
0,23,154,0,True,False,False
0,241,108,0,True,False,False
0,108,241,0,True,False,False
0,87,50,0,True,False,False
0,50,87,0,True,False,False
0,55,91,0,True,False,False
0,91,55,0,True,False,False
0,235,150,0,True,False,False
0,150,235,0,True,False,False
0,23,221,0,True,False,False
0,221,23,0,True,False,False
0,23,95,0,True,False,False
0,95,23,0,True,False,False
0,86,164,0,True,False,False
0,164,86,0,True,False,False
0,86,9,0,True,False,False
0,9,86,0,True,False,False
0,86,24,0,True,False,False
0,24,86,0,True,False,False
0,9,114,0,True,False,False
0,114,9,0,True,False,False
0,9,99,0,True,False,False
0,99,9,0,True,False,False
0,9,89,0,True,False,False
0,89,9,0,True,False,False
0,36,221,0,True,False,False
0,221,36,0,True,False,False
0,221,108,0,True,False,False
0,108,221,0,True,False,False
0,221,31,0,True,False,False
0,31,221,0,True,False,False
0,113,155,0,True,False,False
0,155,113,0,True,False,False
0,134,155,0,True,False,False
0,155,134,0,True,False,False
0,134,43,0,True,False,False
0,43,134,0,True,False,False
0,20,155,0,True,False,False
0,155,20,0,True,False,False
0,20,43,0,True,False,False
0,43,20,0,True,False,False
0,62,102,0,True,False,False
0,102,62,0,True,False,False
0,62,26,0,True,False,False
0,26,62,0,True,False,False
0,62,214,0,True,False,False
0,214,62,0,True,False,False
0,18,91,0,True,False,False
0,91,18,0,True,False,False
0,18,139,0,True,False,False
0,139,18,0,True,False,False
0,99,18,0,True,False,False
0,18,99,0,True,False,False
0,43,50,0,True,False,False
0,50,43,0,True,False,False
0,43,162,0,True,False,False
0,162,43,0,True,False,False
0,43,155,0,True,False,False
0,155,43,0,True,False,False
0,108,193,0,True,False,False
0,193,108,0,True,False,False
0,108,63,0,True,False,False
0,63,108,0,True,False,False
0,117,227,0,True,False,False
0,227,117,0,True,False,False
0,8,117,0,True,False,False
0,117,8,0,True,False,False
0,117,176,0,True,False,False
0,176,117,0,True,False,False
0,1,0,0,True,False,False
0,0,1,0,True,False,False
0,0,4,0,True,False,False
0,4,0,0,True,False,False
0,79,0,0,True,False,False
0,0,79,0,True,False,False
0,0,109,0,True,False,False
0,109,0,0,True,False,False
0,0,175,0,True,False,False
0,175,0,0,True,False,False
0,0,207,0,True,False,False
0,207,0,0,True,False,False
0,109,90,0,True,False,False
0,90,109,0,True,False,False
0,90,207,0,True,False,False
0,207,90,0,True,False,False
0,90,215,0,True,False,False
0,215,90,0,True,False,False
0,99,195,0,True,False,False
0,195,99,0,True,False,False
0,99,122,0,True,False,False
0,122,99,0,True,False,False
0,91,216,0,True,False,False
0,216,91,0,True,False,False
0,91,122,0,True,False,False
0,122,91,0,True,False,False
0,95,141,0,True,False,False
0,141,95,0,True,False,False
0,215,95,0,True,False,False
0,95,215,0,True,False,False
0,95,31,0,True,False,False
0,31,95,0,True,False,False
0,26,180,0,True,False,False
0,180,26,0,True,False,False
0,26,162,0,True,False,False
0,162,26,0,True,False,False
0,26,214,0,True,False,False
0,214,26,0,True,False,False
0,33,26,0,True,False,False
0,26,33,0,True,False,False
0,225,1,0,True,False,False
0,1,225,0,True,False,False
0,141,164,0,True,False,False
